,Text,Text_tok,Gold_iob
16939,"Another common injury is tendinitis, the irritation of the tendons.","['Another', 'common', 'injury', 'is', 'tendinitis', ',', 'the', 'irritation', 'of', 'the', 'tendons', '.']","['O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
9879,Some parasitic fungi cause human diseases such as athletes foot and ringworm.,"['Some', 'parasitic', 'fungi', 'cause', 'human', 'diseases', 'such', 'as', 'athletes', 'foot', 'and', 'ringworm', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O']"
25979,(d) Coral reefs are dying worldwide; corals that are stressed by high temperatures turn white.,"['(', 'd', ')', 'Coral', 'reefs', 'are', 'dying', 'worldwide', ';', 'corals', 'that', 'are', 'stressed', 'by', 'high', 'temperatures', 'turn', 'white', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O']"
9048,"URL:  The outer ear includes the pinna, ear canal, and eardrum.","['URL', ':', 'The', 'outer', 'ear', 'includes', 'the', 'pinna', ',', 'ear', 'canal', ',', 'and', 'eardrum', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'O', 'O', 'O', 'O']"
18691,The primary producers in most aquatic biomes are phytoplankton.,"['The', 'primary', 'producers', 'in', 'most', 'aquatic', 'biomes', 'are', 'phytoplankton', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O']"
18458,The principle of cross-cutting relationships states that a fault or intrusion is younger than the rocks that it cuts through.,"['The', 'principle', 'of', 'cross', '-', 'cutting', 'relationships', 'states', 'that', 'a', 'fault', 'or', 'intrusion', 'is', 'younger', 'than', 'the', 'rocks', 'that', 'it', 'cuts', 'through', '.']","['O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
21202,"To test the idea that the pole remained fixed but the continents moved, geologists fitted the continents together as Wegener had done.","['To', 'test', 'the', 'idea', 'that', 'the', 'pole', 'remained', 'fixed', 'but', 'the', 'continents', 'moved', ',', 'geologists', 'fitted', 'the', 'continents', 'together', 'as', 'Wegener', 'had', 'done', '.']","['O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1097,"When soil loses moisture it may blow away, as happened during the Dust Bowl in the United States in the 1930s.","['When', 'soil', 'loses', 'moisture', 'it', 'may', 'blow', 'away', ',', 'as', 'happened', 'during', 'the', 'Dust', 'Bowl', 'in', 'the', 'United', 'States', 'in', 'the', '1930s', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
25223,This means the carnivore will store only about 1% of the total energy that was originally in the plant.,"['This', 'means', 'the', 'carnivore', 'will', 'store', 'only', 'about', '1', '%', 'of', 'the', 'total', 'energy', 'that', 'was', 'originally', 'in', 'the', 'plant', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2398,"Hawaii has some spectacular shield volcanoes including Mauna Kea, which is the largest mountain on Earth from base to top.","['Hawaii', 'has', 'some', 'spectacular', 'shield', 'volcanoes', 'including', 'Mauna', 'Kea', ',', 'which', 'is', 'the', 'largest', 'mountain', 'on', 'Earth', 'from', 'base', 'to', 'top', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1147,"In a hinge joint, the ends of the bones are shaped in a way that allows motion in two directions, forward and backward.","['In', 'a', 'hinge', 'joint', ',', 'the', 'ends', 'of', 'the', 'bones', 'are', 'shaped', 'in', 'a', 'way', 'that', 'allows', 'motion', 'in', 'two', 'directions', ',', 'forward', 'and', 'backward', '.']","['O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
14635,"If a responsible party cannot be identified, because the company has gone out of business or its culpability cannot be proven, the federal government pays for the cleanup out of a trust fund with money put aside by the petroleum and chemical industries.","['If', 'a', 'responsible', 'party', 'can', 'not', 'be', 'identified', ',', 'because', 'the', 'company', 'has', 'gone', 'out', 'of', 'business', 'or', 'its', 'culpability', 'can', 'not', 'be', 'proven', ',', 'the', 'federal', 'government', 'pays', 'for', 'the', 'cleanup', 'out', 'of', 'a', 'trust', 'fund', 'with', 'money', 'put', 'aside', 'by', 'the', 'petroleum', 'and', 'chemical', 'industries', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
14619,Shale has the smallest grain size.,"['Shale', 'has', 'the', 'smallest', 'grain', 'size', '.']","['B', 'O', 'O', 'O', 'O', 'O', 'O']"
16294,"Along with wind and water, the pioneer species help weather the rock and form soil.","['Along', 'with', 'wind', 'and', 'water', ',', 'the', 'pioneer', 'species', 'help', 'weather', 'the', 'rock', 'and', 'form', 'soil', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O']"
5878,"Ghrelin, which signals when you are hungry.","['Ghrelin', ',', 'which', 'signals', 'when', 'you', 'are', 'hungry', '.']","['B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
6281,"Lush coal swamps were common in the tropics during the Carboniferous period, which took place more than 300 million years ago.","['Lush', 'coal', 'swamps', 'were', 'common', 'in', 'the', 'tropics', 'during', 'the', 'Carboniferous', 'period', ',', 'which', 'took', 'place', 'more', 'than', '300', 'million', 'years', 'ago', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
16826,"A gene or piece of DNA is put in a vector, or carrier molecule, producing a recombinant DNA molecule.","['A', 'gene', 'or', 'piece', 'of', 'DNA', 'is', 'put', 'in', 'a', 'vector', ',', 'or', 'carrier', 'molecule', ',', 'producing', 'a', 'recombinant', 'DNA', 'molecule', '.']","['B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
20328,"The biosphere includes the area from about 11,000 meters below sea level to 15,000 meters above sea level.","['The', 'biosphere', 'includes', 'the', 'area', 'from', 'about', '11,000', 'meters', 'below', 'sea', 'level', 'to', '15,000', 'meters', 'above', 'sea', 'level', '.']","['B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
21149,Your brain requires plenty of rest so it can strengthen circuits that help with memory.,"['Your', 'brain', 'requires', 'plenty', 'of', 'rest', 'so', 'it', 'can', 'strengthen', 'circuits', 'that', 'help', 'with', 'memory', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'O']"
3976,"The next structure is the stamen, consisting of the stalk-like filament that holds up the anther, or pollen sac.","['The', 'next', 'structure', 'is', 'the', 'stamen', ',', 'consisting', 'of', 'the', 'stalk', '-', 'like', 'filament', 'that', 'holds', 'up', 'the', 'anther', ',', 'or', 'pollen', 'sac', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
11780,"The lymph organs are the red bone marrow, tonsils, spleen, and thymus gland.","['The', 'lymph', 'organs', 'are', 'the', 'red', 'bone', 'marrow', ',', 'tonsils', ',', 'spleen', ',', 'and', 'thymus', 'gland', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'O']"
21791,The iris is the colored part of the eye.,"['The', 'iris', 'is', 'the', 'colored', 'part', 'of', 'the', 'eye', '.']","['O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
16684,"Looking at different types of competition, ecologists developed the competitive exclusion principle.","['Looking', 'at', 'different', 'types', 'of', 'competition', ',', 'ecologists', 'developed', 'the', 'competitive', 'exclusion', 'principle', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O']"
19956,"Bohr also hypothesized that if an electron absorbed just the right amount of energy, it would jump to the next higher energy level.","['Bohr', 'also', 'hypothesized', 'that', 'if', 'an', 'electron', 'absorbed', 'just', 'the', 'right', 'amount', 'of', 'energy', ',', 'it', 'would', 'jump', 'to', 'the', 'next', 'higher', 'energy', 'level', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'O']"
25369,"When the uranium atoms in the fuel rods are hit by other extremely tiny particles, they split apart.","['When', 'the', 'uranium', 'atoms', 'in', 'the', 'fuel', 'rods', 'are', 'hit', 'by', 'other', 'extremely', 'tiny', 'particles', ',', 'they', 'split', 'apart', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']"
4408,They may only be able to tell that the bus is moving by looking out the window and seeing you and the trees whizzing by.,"['They', 'may', 'only', 'be', 'able', 'to', 'tell', 'that', 'the', 'bus', 'is', 'moving', 'by', 'looking', 'out', 'the', 'window', 'and', 'seeing', 'you', 'and', 'the', 'trees', 'whizzing', 'by', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O']"
22182,"At the anterior end of the animal (the head region), the nerves branch from a circular ring which serves as the brain.","['At', 'the', 'anterior', 'end', 'of', 'the', 'animal', '(', 'the', 'head', 'region', ')', ',', 'the', 'nerves', 'branch', 'from', 'a', 'circular', 'ring', 'which', 'serves', 'as', 'the', 'brain', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O']"
13671,For example: Cells are the tiny building blocks of living things.,"['For', 'example', ':', 'Cells', 'are', 'the', 'tiny', 'building', 'blocks', 'of', 'living', 'things', '.']","['O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
19874,Prokaryotes and eukaryotes can be multicellular.,"['Prokaryotes', 'and', 'eukaryotes', 'can', 'be', 'multicellular', '.']","['B', 'I', 'I', 'I', 'I', 'I', 'O']"
9062,"When the oval window vibrates, it causes the cochlea to vibrate as well.","['When', 'the', 'oval', 'window', 'vibrates', ',', 'it', 'causes', 'the', 'cochlea', 'to', 'vibrate', 'as', 'well', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O']"
25988,"Climate alternated between cool, warm, and tropical, but overall the planet was much warmer than today.","['Climate', 'alternated', 'between', 'cool', ',', 'warm', ',', 'and', 'tropical', ',', 'but', 'overall', 'the', 'planet', 'was', 'much', 'warmer', 'than', 'today', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O']"
6269,"Their skeletons are made up of calcium carbonate, which is also known as limestone.","['Their', 'skeletons', 'are', 'made', 'up', 'of', 'calcium', 'carbonate', ',', 'which', 'is', 'also', 'known', 'as', 'limestone', '.']","['B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
23047,Dense clumps of matter held close together by gravity were spread around.,"['Dense', 'clumps', 'of', 'matter', 'held', 'close', 'together', 'by', 'gravity', 'were', 'spread', 'around', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O']"
24539,The parts of the ears involved in balance are the semicircular canals.,"['The', 'parts', 'of', 'the', 'ears', 'involved', 'in', 'balance', 'are', 'the', 'semicircular', 'canals', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O']"
17545,"Some regions receive more than average rainfall, including the west coast of North and South America, the southern United States, and Western Europe.","['Some', 'regions', 'receive', 'more', 'than', 'average', 'rainfall', ',', 'including', 'the', 'west', 'coast', 'of', 'North', 'and', 'South', 'America', ',', 'the', 'southern', 'United', 'States', ',', 'and', 'Western', 'Europe', '.']","['B', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2476,Acceleration is a measure of the change in velocity of a moving object.,"['Acceleration', 'is', 'a', 'measure', 'of', 'the', 'change', 'in', 'velocity', 'of', 'a', 'moving', 'object', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O']"
16202,Amontons law was discovered in the late 1600s by a French physicist named Guillaume Amonton.,"['Amontons', 'law', 'was', 'discovered', 'in', 'the', 'late', '1600s', 'by', 'a', 'French', 'physicist', 'named', 'Guillaume', 'Amonton', '.']","['B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
14590,"Where the water slows, it dumps these sediments along its banks, into lakes and the ocean.","['Where', 'the', 'water', 'slows', ',', 'it', 'dumps', 'these', 'sediments', 'along', 'its', 'banks', ',', 'into', 'lakes', 'and', 'the', 'ocean', '.']","['O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
21147,"This helps prevent dehydration, which can cause confusion and memory problems.","['This', 'helps', 'prevent', 'dehydration', ',', 'which', 'can', 'cause', 'confusion', 'and', 'memory', 'problems', '.']","['O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
19104,"In a nuclear fusion reaction, the nuclei of two atoms combine to create a new atom.","['In', 'a', 'nuclear', 'fusion', 'reaction', ',', 'the', 'nuclei', 'of', 'two', 'atoms', 'combine', 'to', 'create', 'a', 'new', 'atom', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']"
24145,Liquefaction of sediments in Mexico City caused the collapse of many buildings in the 1985 earthquake.,"['Liquefaction', 'of', 'sediments', 'in', 'Mexico', 'City', 'caused', 'the', 'collapse', 'of', 'many', 'buildings', 'in', 'the', '1985', 'earthquake', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O']"
17668,"Buy less stuff (use items as long as you can, and ask yourself if you really need something new).","['Buy', 'less', 'stuff', '(', 'use', 'items', 'as', 'long', 'as', 'you', 'can', ',', 'and', 'ask', 'yourself', 'if', 'you', 'really', 'need', 'something', 'new', ')', '.']","['B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
6403,"Since its rare to find a meal, the fish use very little energy; they move very little, breathe slowly, have minimal bone structure and a slow metabolism.","['Since', 'its', 'rare', 'to', 'find', 'a', 'meal', ',', 'the', 'fish', 'use', 'very', 'little', 'energy', ';', 'they', 'move', 'very', 'little', ',', 'breathe', 'slowly', ',', 'have', 'minimal', 'bone', 'structure', 'and', 'a', 'slow', 'metabolism', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22979,"The electrical discharge may be between one part of the cloud and another, two clouds, or a cloud and the ground.","['The', 'electrical', 'discharge', 'may', 'be', 'between', 'one', 'part', 'of', 'the', 'cloud', 'and', 'another', ',', 'two', 'clouds', ',', 'or', 'a', 'cloud', 'and', 'the', 'ground', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I']"
25240,"In addition to batteries, solar cells and fuel cells can also provide direct current.","['In', 'addition', 'to', 'batteries', ',', 'solar', 'cells', 'and', 'fuel', 'cells', 'can', 'also', 'provide', 'direct', 'current', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O']"
19013,The Moons coldest temperatures are found deep in the craters.,"['The', 'Moons', 'coldest', 'temperatures', 'are', 'found', 'deep', 'in', 'the', 'craters', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O']"
4882,Their goal was to locate enemy submarines.,"['Their', 'goal', 'was', 'to', 'locate', 'enemy', 'submarines', '.']","['O', 'O', 'O', 'O', 'B', 'I', 'I', 'O']"
17976,"In most species of birds and mammals, one or both parents care for their offspring.","['In', 'most', 'species', 'of', 'birds', 'and', 'mammals', ',', 'one', 'or', 'both', 'parents', 'care', 'for', 'their', 'offspring', '.']","['O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
17184,Q: What is the chemical formula for ethane?,"['Q', ':', 'What', 'is', 'the', 'chemical', 'formula', 'for', 'ethane', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O']"
1525,"With autosomal recessive inheritance, all affected individuals will be homozygous recessive.","['With', 'autosomal', 'recessive', 'inheritance', ',', 'all', 'affected', 'individuals', 'will', 'be', 'homozygous', 'recessive', '.']","['O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'I', 'O']"
15379,Earth was struck by a Mars-sized asteroid.,"['Earth', 'was', 'struck', 'by', 'a', 'Mars', '-', 'sized', 'asteroid', '.']","['B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']"
19215,"If plasma flows along a loop of the Suns magnetic field from sunspot to sunspot, it forms a glowing arch that reaches thousands of kilometers into the Suns atmosphere.","['If', 'plasma', 'flows', 'along', 'a', 'loop', 'of', 'the', 'Suns', 'magnetic', 'field', 'from', 'sunspot', 'to', 'sunspot', ',', 'it', 'forms', 'a', 'glowing', 'arch', 'that', 'reaches', 'thousands', 'of', 'kilometers', 'into', 'the', 'Suns', 'atmosphere', '.']","['O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
13995,"If pressure is exerted from one direction, the rock forms layers.","['If', 'pressure', 'is', 'exerted', 'from', 'one', 'direction', ',', 'the', 'rock', 'forms', 'layers', '.']","['O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O']"
23592,"Vitamin Necessary for Available from A Good vision B1 Healthy nerves B3 Healthy skin and nerves B9 Red blood cells B12 Healthy nerves C Growth and repair of tis- sues Healthy bones and teeth Blood to clot Carrots, spinach, milk, eggs Whole wheat, peas, meat, beans, fish, peanuts Beets, liver, pork, turkey, fish, peanuts Liver, peas, dried beans, leafy green vegetables Meat, liver, milk, shell- fish, eggs Oranges, grapefruits, red peppers, broccoli Milk, salmon, tuna, eggs Spinach, brussels sprouts, milk, eggs D K Daily Amount Required (at ages 913 years)","['Vitamin', 'Necessary', 'for', 'Available', 'from', 'A', 'Good', 'vision', 'B1', 'Healthy', 'nerves', 'B3', 'Healthy', 'skin', 'and', 'nerves', 'B9', 'Red', 'blood', 'cells', 'B12', 'Healthy', 'nerves', 'C', 'Growth', 'and', 'repair', 'of', 'tis-', 'sues', 'Healthy', 'bones', 'and', 'teeth', 'Blood', 'to', 'clot', 'Carrots', ',', 'spinach', ',', 'milk', ',', 'eggs', 'Whole', 'wheat', ',', 'peas', ',', 'meat', ',', 'beans', ',', 'fish', ',', 'peanuts', 'Beets', ',', 'liver', ',', 'pork', ',', 'turkey', ',', 'fish', ',', 'peanuts', 'Liver', ',', 'peas', ',', 'dried', 'beans', ',', 'leafy', 'green', 'vegetables', 'Meat', ',', 'liver', ',', 'milk', ',', 'shell-', 'fish', ',', 'eggs', 'Oranges', ',', 'grapefruits', ',', 'red', 'peppers', ',', 'broccoli', 'Milk', ',', 'salmon', ',', 'tuna', ',', 'eggs', 'Spinach', ',', 'brussels', 'sprouts', ',', 'milk', ',', 'eggs', 'D', 'K', 'Daily', 'Amount', 'Required', '(', 'at', 'ages', '913', 'years', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
26087,"One joule equals the amount of work that is done when 1 N of force moves an object over a distance of 1 m. Q: After Clarissa mows her grandmothers lawn, she volunteers to mow a neighbors lawn as well.","['One', 'joule', 'equals', 'the', 'amount', 'of', 'work', 'that', 'is', 'done', 'when', '1', 'N', 'of', 'force', 'moves', 'an', 'object', 'over', 'a', 'distance', 'of', '1', 'm.', 'Q', ':', 'After', 'Clarissa', 'mows', 'her', 'grandmothers', 'lawn', ',', 'she', 'volunteers', 'to', 'mow', 'a', 'neighbors', 'lawn', 'as', 'well', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
6644,"The sex of developing crocodilians is determined by the temperature of the eggs during incubation, when eggs are kept warm before they hatch.","['The', 'sex', 'of', 'developing', 'crocodilians', 'is', 'determined', 'by', 'the', 'temperature', 'of', 'the', 'eggs', 'during', 'incubation', ',', 'when', 'eggs', 'are', 'kept', 'warm', 'before', 'they', 'hatch', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
17609,"A temporary, periodic decrease in light emitted from a star can occur when a planet crosses in front of, or ""transits,"" the star it is orbiting, momentarily blocking out some of the starlight.","['A', 'temporary', ',', 'periodic', 'decrease', 'in', 'light', 'emitted', 'from', 'a', 'star', 'can', 'occur', 'when', 'a', 'planet', 'crosses', 'in', 'front', 'of', ',', 'or', '""', 'transits', ',', '""', 'the', 'star', 'it', 'is', 'orbiting', ',', 'momentarily', 'blocking', 'out', 'some', 'of', 'the', 'starlight', '.']","['B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
24082,The resting position of a particle of the medium is where the particle would be in the absence of a wave.,"['The', 'resting', 'position', 'of', 'a', 'particle', 'of', 'the', 'medium', 'is', 'where', 'the', 'particle', 'would', 'be', 'in', 'the', 'absence', 'of', 'a', 'wave', '.']","['O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1862,"As a liquid, the refrigerant absorbs thermal energy from the cool air inside the refrigerator and changes to a gas.","['As', 'a', 'liquid', ',', 'the', 'refrigerant', 'absorbs', 'thermal', 'energy', 'from', 'the', 'cool', 'air', 'inside', 'the', 'refrigerator', 'and', 'changes', 'to', 'a', 'gas', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O']"
11727,"The name of aromatic hydrocarbons comes from their strong aroma, or scent.","['The', 'name', 'of', 'aromatic', 'hydrocarbons', 'comes', 'from', 'their', 'strong', 'aroma', ',', 'or', 'scent', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'O']"
6119,"Glaciers advanced and retreated in cycles, known as glacial and interglacial periods.","['Glaciers', 'advanced', 'and', 'retreated', 'in', 'cycles', ',', 'known', 'as', 'glacial', 'and', 'interglacial', 'periods', '.']","['B', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
21090,"Smooth muscle is composed of involuntary muscles found within the walls of organs and structures such as the esophagus, stomach, intestines, and blood vessels.","['Smooth', 'muscle', 'is', 'composed', 'of', 'involuntary', 'muscles', 'found', 'within', 'the', 'walls', 'of', 'organs', 'and', 'structures', 'such', 'as', 'the', 'esophagus', ',', 'stomach', ',', 'intestines', ',', 'and', 'blood', 'vessels', '.']","['B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']"
18792,Africa collided with Eurasia to create the Alps.,"['Africa', 'collided', 'with', 'Eurasia', 'to', 'create', 'the', 'Alps', '.']","['O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O']"
